,ID,Is Library,Duplicated Count,Name Manual,Name Normalized - No Space,Name with Owner,Stars Count,Description,Keywords,URL,Homepage URL,Host Type,Fork,Created Timestamp,Updated Timestamp,Last pushed Timestamp,Size,Language,Issues enabled,Wiki enabled,Pages enabled,Forks Count,Mirror URL,Open Issues Count,Default branch,Watchers Count,UUID,Fork Source Name with Owner,License,Contributors Count,Readme filename,Changelog filename,Contributing guidelines filename,License filename,Code of Conduct filename,Security Threat Model filename,Security Audit filename,Status,Last Synced Timestamp,SourceRank,Display Name,Dummy,SCM type,Pull requests enabled,Logo URL,Name,Owner,Name Normalized,Host Repo IDs
596,7198118,,1,,phpml,php-ai/php-ml,7567.0,PHP-ML - Machine Learning library for PHP,"artificial-intelligence,classification,cross-validation,data-mining,data-science,dataset,dimensionality-reduction,feature-extraction,machine,machine-learning,machine-learning-algorithms,machine-learning-library,neural-network,ngram-extraction,php,regression,supervised-learning,tokenization,unsupervised-learning",https://github.com/php-ai/php-ml,https://php-ml.org/,GitHub,False,2016-02-08 20:39:41 UTC,2019-12-13 01:27:09 UTC,2019-11-14 07:03:52 UTC,1431.0,PHP,True,True,False,1059.0,,95.0,master,557.0,51325497,,MIT,29,README.md,CHANGELOG.md,CONTRIBUTING.md,LICENSE,,,,,2019-04-09 19:37:28 UTC,13,GitHub,,git,,,php-ml,php-ai,php ml,7198118
599,31811854,,1,,persephone,persephone-tools/persephone,81.0,A tool for automatic phoneme transcription,"acoustic-models,artificial-intelligence,machine-learning,neural-networks,speech-recognition",https://github.com/persephone-tools/persephone,,GitHub,False,2017-02-13 23:41:04 UTC,2019-11-13 11:30:34 UTC,2019-11-13 11:26:36 UTC,1255.0,Python,True,True,False,13.0,,82.0,master,10.0,81883484,,GPL-3.0,5,README.rst,changelog.md,CONTRIBUTING.md,LICENSE,,,,,2019-11-13 11:30:33 UTC,7,GitHub,,git,,,persephone,persephone-tools,persephone,31811854
600,38089252,,1,,passwordcracker,gsurma/password_cracker,38.0,Char-level RNN LSTM password cracker 🔑🔓.,"ai,artificial-intelligence,deep-learning,hacking,lstm,machine-learning,neural-networks,password,password-generator,python,recurrent-neural-networks,rnn,rnn-tensorflow,text-mining",https://github.com/gsurma/password_cracker,https://gsurma.github.io/,GitHub,False,2018-10-22 23:23:01 UTC,2019-12-17 11:34:25 UTC,2019-07-24 19:29:00 UTC,1065.0,,True,True,False,8.0,,1.0,master,4.0,154230314,,MIT,1,README.md,,,LICENSE,,,,,2019-10-16 00:33:04 UTC,7,GitHub,,git,,,password_cracker,gsurma,password cracker,38089252
601,3241449,,1,,parrot,sotelo/parrot,480.0,RNN-based generative models for speech.,"blocks,deep-learning,recurrent-neural-networks,speech-synthesis,theano",https://github.com/sotelo/parrot,,GitHub,False,2015-06-17 16:08:58 UTC,2018-02-27 21:12:18 UTC,2017-06-23 12:41:46 UTC,24316.0,Python,True,True,False,89.0,,6.0,master,68.0,37605855,,,0,,,,,,,,,2017-11-24 18:45:56 UTC,4,GitHub,,git,,,parrot,sotelo,parrot,3241449
602,36931043,,1,,parallax,snuspl/parallax,53.0,A Tool for Automatic Parallelization of Deep Learning Training in Distributed Multi-GPU Environments.,"deep-learning,deep-neural-networks,distributed,machine-learning,ml,parallelization,python,tool",https://github.com/snuspl/parallax,,GitHub,False,2018-07-25 10:01:57 UTC,2018-11-15 20:21:42 UTC,2018-11-12 09:46:12 UTC,1333.0,Python,True,True,False,4.0,,5.0,master,12.0,142282082,,Apache-2.0,6,README.md,,,LICENSE,,,,,2018-11-15 20:21:42 UTC,5,GitHub,,git,,,parallax,snuspl,parallax,36931043
603,25513523,,1,,paperspacenode,Paperspace/paperspace-node,58.0,Paperspace API for node.js,"caffe,cloud,cloud-computing,gpu,javascript,machine-learning,node,paperspace,paperspace-api,paperspace-console,paperspace-machines,paperspace-node,tensorflow,torch,vdi,virtual-desktop",https://github.com/Paperspace/paperspace-node,https://paperspace.com/api/,GitHub,False,2017-06-25 23:43:31 UTC,2019-04-21 11:18:57 UTC,2019-04-18 19:25:00 UTC,1336.0,JavaScript,True,True,True,12.0,,6.0,master,17.0,95391923,,ISC,9,README.md,,,LICENSE.txt,,,,,2019-04-21 11:18:57 UTC,7,GitHub,,git,,,paperspace-node,Paperspace,paperspace node,25513523
604,26153430,,1,,paperclip,DSKSD/Paper-clip,14.0,List of various interesting papers,"nlp,paper,reinforcement-learning",https://github.com/DSKSD/Paper-clip,,GitHub,False,2017-07-16 06:45:31 UTC,2018-04-29 21:33:59 UTC,2018-04-09 02:56:56 UTC,27.0,,True,True,False,5.0,,0.0,master,3.0,97365482,,,1,README.md,,,,,,,,2017-07-16 06:46:25 UTC,4,GitHub,,git,,,Paper-clip,DSKSD,paper clip,26153430
605,29572213,,1,,pai,microsoft/pai,1501.0,Resource scheduling and cluster management for AI,"ai,ai-frameworks,artificial-intelligence,chainer,cloud,cluster-management,cluster-manager,gpu,gpu-cluster,jupyter,kubernetes,machine-learning,model-training,on-premise,pytorch,resource-management,scheduling,tensorflow",https://github.com/microsoft/pai,,GitHub,False,2017-09-25 11:24:51 UTC,2019-12-28 20:34:58 UTC,2019-12-28 19:21:41 UTC,41740.0,JavaScript,True,True,False,361.0,,148.0,master,99.0,104741169,,MIT,0,,,,,,,,,2017-10-18 18:54:14 UTC,4,GitHub,,git,,,pai,microsoft,pai,29572213
606,143031,,1,,pagerank,stevemacn/PageRank,12.0,Page Rank library for Javascript,"javascript,machine-learning,pagerank,ranking,tutorial",https://github.com/stevemacn/PageRank,,GitHub,False,2013-12-11 05:40:53 UTC,2018-01-05 02:22:01 UTC,2016-08-03 09:49:44 UTC,22.0,JavaScript,True,True,False,4.0,,1.0,master,2.0,15099051,,,2,README.md,,,,,,,,2016-05-27 19:04:48 UTC,5,GitHub,,git,,,PageRank,stevemacn,pagerank,143031
607,14048954,,1,,owl,owlbarn/owl,550.0,Owl is an OCaml library for scientific and engineering computing.,"algorithmic-differentation,autograd,automatic-differentiation,gsl,linear-algebra,machine-learning,maths,matrix,mcmc,ndarray,neural-network,numerical-calculations,optimization,plotting,regression,scientific-computing,sparse-linear-systems,statistical-functions,statistics,topic-modeling",https://github.com/owlbarn/owl,,GitHub,False,2016-06-20 20:47:45 UTC,2018-04-09 21:14:45 UTC,2018-04-09 20:19:00 UTC,8193.0,OCaml,True,True,False,52.0,,59.0,master,47.0,61579222,,MIT,1,README.md,,,LICENSE.md,,,,,2016-10-05 09:17:24 UTC,7,GitHub,,git,,,owl,owlbarn,owl,14048954
608,28444940,,1,,ovation,mindgarage/Ovation,7.0,The Ovation Framework for Conversational Intelligence,"conversational-ai,deep-learning,entity-recognition,intent-classification,sentiment-analysis",https://github.com/mindgarage/Ovation,,GitHub,False,2017-09-10 05:25:11 UTC,2018-08-12 04:31:31 UTC,2017-12-21 13:51:03 UTC,2416.0,Python,True,True,False,17.0,,3.0,master,8.0,103005946,,Apache-2.0,0,,,,,,,,,2017-09-10 05:26:12 UTC,3,GitHub,,git,,,Ovation,mindgarage,ovation,28444940
609,22519034,,1,,osqp,oxfordcontrol/osqp,385.0,The Operator Splitting QP Solver,"control,convex-optimization,lasso,machine-learning,model-predictive-control,numerical-optimization,optimization,portfolio-optimization,quadratic-programming,solver,svm",https://github.com/oxfordcontrol/osqp,https://osqp.org/,GitHub,False,2016-09-27 03:02:46 UTC,2019-11-28 05:49:07 UTC,2019-11-18 14:19:02 UTC,37419.0,C,True,True,False,88.0,,33.0,master,40.0,69313892,,Apache-2.0,4,t,f,f,t,f,f,f,,2017-03-30 09:49:54 UTC,9,GitHub,,git,,,osqp,oxfordcontrol,osqp,22519034
610,289540,,1,,osprey,msmbuilder/osprey,59.0,🦅Hyperparameter optimization for machine learning pipelines 🦅,"cross-validation,hyperparameter-optimization,machine-learning,models,optimization,pretty-logo,python,scikit-learn",https://github.com/msmbuilder/osprey,http://msmbuilder.org/osprey/,GitHub,False,2014-10-24 21:39:16 UTC,2019-04-26 06:12:32 UTC,2019-04-19 02:42:29 UTC,997.0,Python,True,True,False,21.0,,16.0,master,12.0,25709474,,Apache-2.0,7,README.md,,,LICENSE,,,,,2016-09-08 01:24:33 UTC,8,GitHub,,git,,,osprey,msmbuilder,osprey,289540
611,11707186,,1,,osdn,abhijitbendale/OSDN,45.0,"Code and data for the research paper ""Towards Open Set Deep Networks"" A Bendale, T Boult, CVPR 2016","deep-learning,extract-features,open-set,openmax,softmax,softmax-regression",https://github.com/abhijitbendale/OSDN,,GitHub,False,2016-07-12 18:31:17 UTC,2018-03-29 02:58:40 UTC,2016-11-09 15:18:00 UTC,187.0,Python,True,True,False,11.0,,2.0,master,8.0,63182969,,Other,1,README.md,,,,,,,,2016-07-12 20:22:50 UTC,5,GitHub,,git,,,OSDN,abhijitbendale,osdn,11707186
612,28326496,,1,,oscar,binghe/OSCAR,5.0,The OSCAR Project: the general-purpose defeasible reasoner and architecture for a rational agent,"artificial-intelligence,defeasible-logic,legal-reasoning,rational-agent",https://github.com/binghe/OSCAR,http://johnpollock.us/ftp/OSCAR-web-page/oscar.html/,GitHub,False,2017-09-07 13:34:30 UTC,2017-09-07 13:39:14 UTC,2017-09-07 13:37:32 UTC,0.0,Common Lisp,True,True,False,0.0,,0.0,master,1.0,102740949,,Other,2,ReadMe.md,,,LICENSE.txt,,,,,2017-09-07 13:39:14 UTC,4,GitHub,,git,,,OSCAR,binghe,oscar,28326496
613,37981235,,1,,orion,Epistimio/orion,149.0,Asynchronous Distributed Hyperparameter Optimization.,"deep-learning,deep-neural-networks,hyperparameter-optimization,research",https://github.com/Epistimio/orion,https://orion.readthedocs.io/,GitHub,False,2017-09-07 06:05:21 UTC,2019-10-09 20:07:20 UTC,2019-10-09 20:03:16 UTC,1926.0,Python,True,True,False,23.0,,11.0,master,12.0,102697867,,Other,13,README.rst,,,LICENSE,,,,,2019-10-09 20:07:20 UTC,8,GitHub,,git,,,orion,Epistimio,orion,37981235
614,476750,,1,,ores,wikimedia/ores,78.0,🤖 A hosting service for 'revscoring' models.,artificial-intelligence,https://github.com/wikimedia/ores,https://mediawiki.org/wiki/ORES/,GitHub,False,2015-01-11 18:04:09 UTC,2019-03-28 22:03:46 UTC,2019-03-28 20:26:57 UTC,3638.0,Python,True,True,False,19.0,,18.0,master,16.0,29100542,,MIT,17,README.md,,,LICENSE,CODE_OF_CONDUCT.md,,,,2019-03-28 22:03:46 UTC,8,GitHub,,git,,,ores,wikimedia,ores,476750
615,30241722,,1,,orcas,ahmdrz/orcas,8.0,"Orcas , Classify your images by human faces.","deep-learning,face-clustering,face-recognition,human-faces,machine-learning,photo-manager",https://github.com/ahmdrz/orcas,,GitHub,False,2017-11-06 08:25:12 UTC,2018-10-24 06:54:03 UTC,2017-11-10 13:22:50 UTC,27157.0,Python,True,True,False,1.0,,0.0,master,2.0,109667229,,MIT,1,README.md,,,LICENSE,,,,,2018-10-24 06:54:03 UTC,4,GitHub,,git,,,orcas,ahmdrz,orcas,30241722
616,7046644,,1,,orca,ayrna/orca,12.0,Ordinal Regression and Classification Algorithms,"machine-learning,matlab,octave,ordinal-classification,ordinal-regression,support-vector-machine",https://github.com/ayrna/orca,http://uco.es/grupos/ayrna/orreview/,GitHub,False,2015-07-12 15:33:24 UTC,2017-11-23 16:23:04 UTC,2017-11-23 14:03:14 UTC,7540.0,Matlab,True,True,True,7.0,,8.0,master,4.0,38966926,,GPL-3.0,3,t,f,f,t,f,f,f,,2017-04-02 16:45:51 UTC,5,GitHub,,git,,,orca,ayrna,orca,7046644
617,22719271,,1,,opentc,cahya-wirawan/opentc,16.0,OpenTC is a text classification engine using several algorithms in machine learning,"convolutional-neural-networks,machine-learning,svm-classifier,tensorflow,text-classification",https://github.com/cahya-wirawan/opentc,,GitHub,False,2017-03-29 10:18:21 UTC,2017-05-23 18:23:00 UTC,2017-05-27 12:13:33 UTC,69.0,Python,True,True,False,2.0,,0.0,master,3.0,86568247,,MIT,1,README.md,,,LICENSE,,,,,2017-05-21 10:34:35 UTC,4,GitHub,,,,,opentc,cahya-wirawan,opentc,22719271
618,25681086,,1,,opensesame,swabhs/open-sesame,97.0,A frame-semantic parsing system based on a softmax-margin SegRNN.,"crf,deep-learning,dynet,frame-semantic-parsing,natural-language-processing,nlp,python27",https://github.com/swabhs/open-sesame,,GitHub,False,2017-06-16 11:31:33 UTC,2019-04-22 08:00:58 UTC,2019-01-09 02:14:28 UTC,268.0,Python,True,True,False,33.0,,7.0,master,15.0,94537817,,Apache-2.0,1,README.md,,,,,,,,2017-07-01 23:56:18 UTC,4,GitHub,,git,,,open-sesame,swabhs,open sesame,25681086
619,23744105,,1,,openpose,CMU-Perceptual-Computing-Lab/openpose,15532.0,"OpenPose: Real-time multi-person keypoint detection library for body, face, hands, and foot estimation","caffe,computer-vision,cpp,cpp11,cvpr-2017,deep-learning,human-behavior-understanding,human-pose-estimation,machine-learning,multi-threading,opencv,openpose,real-time",https://github.com/CMU-Perceptual-Computing-Lab/openpose,,GitHub,False,2017-04-24 14:06:31 UTC,2019-12-30 04:02:28 UTC,2019-12-17 19:32:52 UTC,86313.0,C++,True,True,True,4573.0,,54.0,master,853.0,89247811,,Other,1,,,,,,,,,2019-11-10 16:21:51 UTC,8,GitHub,,git,,,openpose,CMU-Perceptual-Computing-Lab,openpose,23744105
620,15101727,,1,,opennmt,OpenNMT/OpenNMT,2121.0,Open Source Neural Machine Translation in Torch,"deep-learning,lua,machine-translation,neural-machine-translation,opennmt,torch",https://github.com/OpenNMT/OpenNMT,http://opennmt.net/,GitHub,False,2016-10-24 16:09:20 UTC,2019-03-07 03:09:02 UTC,2018-12-20 08:44:43 UTC,26955.0,Lua,True,True,True,427.0,,45.0,master,152.0,71806992,,MIT,0,,,,,,,,,2016-10-24 20:32:01 UTC,7,GitHub,,git,,,OpenNMT,OpenNMT,opennmt,15101727
621,670286,,1,,openml,openml/OpenML,310.0,Open Machine Learning,"citizen-scientists,collaboration,datasets,machine-learning,open-science,opendata,science",https://github.com/openml/OpenML,https://openml.org/,GitHub,False,2012-12-11 11:27:40 UTC,2019-01-16 00:58:35 UTC,2018-12-21 11:04:34 UTC,524592.0,CSS,True,True,True,59.0,,369.0,master,41.0,7110612,,Other,10,README.md,,,,,,,,2017-01-26 22:21:31 UTC,8,GitHub,,git,,,OpenML,openml,openml,670286
622,2674263,,1,,openface,cmusatyalab/openface,12847.0,Face recognition with deep neural networks.,"deep-learning,face-recognition,facenet",https://github.com/cmusatyalab/openface,http://cmusatyalab.github.io/openface/,GitHub,False,2015-09-16 12:47:27 UTC,2019-11-22 08:39:05 UTC,2019-10-23 05:04:22 UTC,24591.0,Lua,True,True,True,3206.0,,4.0,master,777.0,42586612,,Apache-2.0,16,README.md,,CONTRIBUTING.md,LICENSE,,,,,2017-04-07 16:18:48 UTC,9,GitHub,,git,,,openface,cmusatyalab,openface,2674263
625,12371802,,1,,onyx,hanuor/onyx,337.0,"An android library that uses technologies like artificial Intelligence, machine learning, and deep learning to make developers understand the content that they are displaying in their app.","android,bytes,clarifai,deep-learning,machine-learning,onyx,stream,video",https://github.com/hanuor/onyx,,GitHub,False,2016-08-07 14:13:59 UTC,2018-03-22 18:03:48 UTC,2018-03-22 18:03:47 UTC,5124.0,Java,True,True,False,54.0,,1.0,develop,21.0,65136727,,Apache-2.0,1,README.md,,,LICENSE,,,,,2016-11-24 17:25:23 UTC,5,GitHub,,git,,,onyx,hanuor,onyx,12371802
627,28306986,,1,,onnx,onnx/onnx,7595.0,Open Neural Network Exchange,"deep-learning,deep-neural-networks,dnn,keras,machine-learning,ml,mxnet,neural-network,onnx,pytorch,scikit-learn,tensorflow",https://github.com/onnx/onnx,https://onnx.ai/,GitHub,False,2017-09-07 04:53:45 UTC,2019-12-18 01:03:18 UTC,2019-12-17 23:48:43 UTC,10571.0,PureBasic,True,True,False,1225.0,,436.0,master,433.0,102692863,,MIT,139,README.md,,docs/CONTRIBUTING.md,LICENSE,,,,,2019-09-28 00:02:49 UTC,12,GitHub,,git,,,onnx,onnx,onnx,28306986
628,39214939,,1,,omikuji,tomtung/omikuji,24.0,An efficient implementation of Partitioned Label Treesand & its variations for extreme multi-label classification,"classification,extreme-classification,extreme-multi-label-classification,machine-learning,multi-label-classification,rust,supervised-learning",https://github.com/tomtung/omikuji,https://crates.io/crates/omikuji/,GitHub,False,2019-01-01 02:51:59 UTC,2019-12-14 04:57:24 UTC,2019-12-14 03:24:20 UTC,275.0,Rust,True,False,False,4.0,,1.0,master,1.0,163709649,,MIT,2,README.md,,,LICENSE,,,,,2019-12-14 04:57:24 UTC,5,GitHub,,git,,,omikuji,tomtung,omikuji,39214939
629,30174392,,1,,olympus,galiboo/olympus,87.0,An instant REST API for any AI model 🔥,"backend,deep-learning,deploy-tool,keras,machine-learning,python,rest-api,tensorflow",https://github.com/galiboo/olympus,,GitHub,False,2017-11-05 18:44:44 UTC,2018-02-05 04:29:47 UTC,2017-11-20 19:16:08 UTC,2897.0,Python,True,True,False,11.0,,0.0,master,5.0,109606042,,MIT,0,,,,,,,,,2017-11-24 20:17:49 UTC,4,GitHub,,git,,,olympus,galiboo,olympus,30174392
630,34880008,,1,,octobot,Drakkar-Software/OctoBot,286.0,"Cryptocurrency trading bot: high frequency, daily trading, social trading, ...","arbitrage,backtesting,bitcoin,cryptobot,cryptocurrency,cryptocurrency-trading-bot,deep-learning,exchange,python,social-trading,technical-analysis,telegram,trading,trading-bot",https://github.com/Drakkar-Software/OctoBot,https://drakkar-software.herokuapp.com/,GitHub,False,2018-02-23 23:13:05 UTC,2019-12-28 11:18:04 UTC,2019-12-28 11:07:16 UTC,124206.0,Python,True,True,False,91.0,,57.0,dev,55.0,122682362,,LGPL-3.0,8,README.md,,CONTRIBUTING.md,LICENSE,CODE_OF_CONDUCT.md,,,,2019-12-28 11:18:04 UTC,7,GitHub,,git,,,OctoBot,Drakkar-Software,octobot,34880008
632,33726084,,1,,oboe,udellgroup/oboe,11.0,A model selection system for AutoML (automated machine learning) initialization.,,https://github.com/udellgroup/oboe,,GitHub,False,2018-02-13 10:08:32 UTC,2018-12-29 03:36:16 UTC,2018-09-28 01:33:56 UTC,9122.0,Python,True,True,False,5.0,,0.0,master,4.0,121367082,,MIT,2,README.md,,,,,,,,2018-12-29 03:36:16 UTC,5,GitHub,,git,,,oboe,udellgroup,oboe,33726084
633,38437338,,1,,objectdetection,lucleray/object-detection,16.0,an api to detect objects on images using tensorflow-js,"machine-learning,object-detection,tensorflow,zeit-now",https://github.com/lucleray/object-detection,https://object-detection.now.sh/,GitHub,False,2019-02-18 03:10:29 UTC,2019-04-06 10:51:43 UTC,2019-04-04 15:46:08 UTC,2402.0,JavaScript,True,False,False,0.0,,0.0,master,2.0,171206126,,,1,readme.md,,,,,,,,2019-04-06 10:51:43 UTC,3,GitHub,,git,,,object-detection,lucleray,object detection,38437338
634,356789,,1,,obbrules,orionsbelt-battlegrounds/obb-rules,14.0,Orion's Belt BattleGrounds battle engine,"ai,artificial-intelligence,board,board-game,clojure,clojurescript,functional-programming,game,games,immutable,reframe",https://github.com/orionsbelt-battlegrounds/obb-rules,http://orionsbelt-battlegrounds.github.io/obb-rules/resources/public/index.html/,GitHub,False,2014-10-15 16:00:04 UTC,2018-07-16 03:16:27 UTC,2016-06-10 14:50:24 UTC,8064.0,Clojure,True,True,True,1.0,,8.0,master,5.0,25262274,,EPL-1.0,2,,,,,,,,,2016-05-27 19:05:49 UTC,5,GitHub,,git,,,obb-rules,orionsbelt-battlegrounds,obb rules,356789
635,36855784,,1,,numsharp,SciSharp/NumSharp,612.0,"High Performance Computation for N-D Tensors in .NET, similar API to NumPy.","machine-learning,numpy,numsharp,pandas",https://github.com/SciSharp/NumSharp,https://github.com/SciSharp/,GitHub,False,2018-10-10 00:10:09 UTC,2019-12-31 17:22:12 UTC,2019-12-31 16:34:25 UTC,32843.0,C#,True,True,True,108.0,,43.0,master,62.0,152337800,,Apache-2.0,20,README.md,,,LICENSE,CODE_OF_CONDUCT.md,,,,2019-12-31 17:22:12 UTC,11,GitHub,,git,,,NumSharp,SciSharp,numsharp,36855784
637,38330735,,1,,nudenet,bedapudi6788/NudeNet,175.0,An ensemble of Neural Nets for Nudity Detection and Censoring,"censorship,keras,machinelearning,nsfw-data,nsfw-recognition,nudity,nudity-detection,nudity-detector,object-detection",https://github.com/bedapudi6788/NudeNet,http://bpraneeth.com/projects/nudenet/,GitHub,False,2019-02-28 17:15:06 UTC,2019-12-19 12:07:41 UTC,2019-12-19 12:06:45 UTC,51.0,Python,True,True,False,38.0,,4.0,master,11.0,173154449,,GPL-3.0,3,README.md,,,LICENSE,,,,,2019-12-19 12:07:41 UTC,7,GitHub,,git,,,NudeNet,bedapudi6788,nudenet,38330735
638,32528693,,1,,ntp,uclnlp/ntp,57.0,End-to-End Differentiable Proving,"deep-learning,nips-2017,prolog,tensorflow",https://github.com/uclnlp/ntp,,GitHub,False,2018-02-02 09:23:49 UTC,2019-12-27 06:04:15 UTC,2018-11-21 09:48:17 UTC,6715.0,NewLisp,True,True,False,10.0,,1.0,master,6.0,119960928,,Apache-2.0,1,README.md,,,LICENSE,,,,,2018-02-02 15:20:17 UTC,5,GitHub,,git,,,ntp,uclnlp,ntp,32528693
639,12196552,,1,,nova,hcmlab/nova,23.0,"NOVA is a tool for annotating and analyzing behaviours in social interactions. It supports Annotators using Machine Learning already during the coding process. Further it features both, discrete labels and continuous scores and a visuzalization of streams recorded with the SSI Framework.","active-learning,annotation,annotator,automated-analysis,behaviour,coding,collaboration,cooperative,database,interactive,kinect,labeling,machine-learning,multimedia,neural-network,nova,social-interactions,ssi,video",https://github.com/hcmlab/nova,http://openssi.net/nova/,GitHub,False,2016-07-26 14:54:57 UTC,2018-03-20 08:54:12 UTC,2018-03-09 12:05:30 UTC,180098.0,C#,True,True,False,3.0,,4.0,master,3.0,64230020,,GPL-3.0,1,README.md,,,LICENSE,,,,,2016-07-30 21:15:16 UTC,6,GitHub,,git,,,nova,hcmlab,nova,12196552
640,13090304,,1,,nnvm,dmlc/nnvm,1586.0,move to https://github.com/dmlc/tvm/,"computation-graph,cuda,deep-learning,deployment,metal,nnvm,opencl,optimization,rocm,tvm",https://github.com/dmlc/nnvm,,GitHub,False,2016-06-23 03:57:02 UTC,2019-05-07 07:12:50 UTC,2018-09-11 04:08:49 UTC,1187.0,C++,False,False,False,280.0,,1.0,master,150.0,61771898,,Apache-2.0,6,README.md,,,LICENSE,,,,,2016-11-24 17:27:16 UTC,7,GitHub,,git,,,nnvm,dmlc,nnvm,13090304
641,7226741,,1,,nnpack,Maratyszcza/NNPACK,1085.0,Acceleration package for neural networks on multi-core CPUs,"convolutional-layers,cpu,fast-fourier-transform,high-performance,high-performance-computing,inference,matrix-multiplication,multithreading,neural-network,neural-networks,simd,winograd-transform",https://github.com/Maratyszcza/NNPACK,,GitHub,False,2016-03-21 17:47:34 UTC,2018-05-05 22:14:49 UTC,2018-04-30 22:45:12 UTC,1028.0,C,True,False,True,202.0,,17.0,master,99.0,54410262,,BSD-2-Clause,3,README.md,,,LICENSE,,,,,2017-04-16 23:36:55 UTC,7,GitHub,,git,,,NNPACK,Maratyszcza,nnpack,7226741
642,852438,,1,,nmap,nmap/nmap,3632.0,Nmap - the Network Mapper. Github mirror of official SVN repository.,"asynchronous,c-plus-plus,libpcap,linux,lua,machine-learning,netcat,network-discovery,nmap,osx,pcre,ping,port-scanner,security,service-discovery,socket,windows",https://github.com/nmap/nmap,https://svn.nmap.org/,GitHub,False,2012-03-09 14:47:43 UTC,2019-12-28 03:09:11 UTC,2019-12-28 03:09:07 UTC,87390.0,C,True,False,False,1215.0,,646.0,master,304.0,3671479,,Other,2,README-WIN32,CHANGELOG,CONTRIBUTING.md,,,,,,2017-11-24 18:51:04 UTC,7,GitHub,,git,,,nmap,nmap,nmap,852438
643,845081,,1,,nltk,nltk/nltk,8498.0,NLTK Source,"machine-learning,natural-language-processing,nlp,nltk,python",https://github.com/nltk/nltk,http://nltk.org/,GitHub,False,2009-09-07 10:53:58 UTC,2019-12-21 08:07:40 UTC,2019-12-20 16:55:41 UTC,346906.0,Python,True,True,False,2277.0,,256.0,develop,497.0,299862,,Other,160,README.md,ChangeLog,CONTRIBUTING.md,LICENSE.txt,,,,,2017-11-24 18:52:58 UTC,10,GitHub,,git,t,,nltk,nltk,nltk,845081
644,3040106,,1,,ninja,yuval/ninja,6.0,Neural networks library in Java.,"java,machine-learning,neural-network,neural-networks,supervised-learning",https://github.com/yuval/ninja,,GitHub,False,2015-05-16 14:42:00 UTC,2019-03-04 20:38:33 UTC,2015-11-23 12:36:32 UTC,511.0,Java,True,True,True,0.0,,3.0,master,3.0,35727196,,Apache-2.0,2,README.md,,,LICENSE,,,,,2019-03-04 20:38:33 UTC,4,GitHub,,git,,,ninja,yuval,ninja,3040106
645,37155932,,1,,ngx,keijiro/Ngx,150.0,Ngx - Neural network based visual generator and mixer,"gpu,machine-learning,pix2pix,unity,unity3d,vjing",https://github.com/keijiro/Ngx,,GitHub,False,2018-10-02 15:14:27 UTC,2018-11-26 06:18:00 UTC,2018-10-19 07:30:11 UTC,166.0,C#,True,False,False,12.0,,0.0,master,13.0,151275778,,,1,README.md,,,,,,,,2018-11-26 06:18:00 UTC,4,GitHub,,git,,,Ngx,keijiro,ngx,37155932
646,39386156,,1,,ngboost,stanfordmlgroup/ngboost,298.0,Natural Gradient Boosting for Probabilistic Prediction,"gradient-boosting,machine-learning,natural-gradients,uncertainty-estimation",https://github.com/stanfordmlgroup/ngboost,,GitHub,False,2018-06-21 22:22:40 UTC,2019-11-19 11:03:37 UTC,2019-11-19 08:30:36 UTC,8551.0,Python,True,True,False,46.0,,15.0,master,13.0,138227534,,Apache-2.0,9,README.md,,,LICENSE,,,,,2019-11-19 11:03:37 UTC,7,GitHub,,git,,,ngboost,stanfordmlgroup,ngboost,39386156
648,3203039,,1,,neuron,psibi/Neuron,8.0,A Neural Network Simulator,,https://github.com/psibi/Neuron,,GitHub,False,2011-12-04 18:45:01 UTC,2017-07-09 00:36:44 UTC,2012-04-11 03:35:41 UTC,3484.0,Python,True,True,False,5.0,,0.0,master,2.0,2911704,,GPL-3.0,1,README.md,,,COPYING,,,,,2017-07-09 00:36:44 UTC,4,GitHub,,,,,Neuron,psibi,neuron,3203039
650,28908379,,1,,neura,alexile/neura,5.0,Neura is the fast and customizable neural network for JavaScript,,https://github.com/alexile/neura,,GitHub,False,2017-07-03 17:26:20 UTC,2017-09-19 17:53:07 UTC,2017-07-15 13:51:35 UTC,169.0,JavaScript,True,True,False,0.0,,0.0,master,2.0,96134808,,MIT,1,README.md,,,LICENSE,,,,,2017-09-19 17:53:07 UTC,3,GitHub,,git,,,neura,alexile,neura,28908379
652,3727191,,1,,netflix,JanCVanB/netflix,21.0,":movie_camera: :bar_chart: Machine learning algorithms for Netflix recommendations (Caltech CS/CNS/EE 156b, Spring 2015)",,https://github.com/JanCVanB/netflix,,GitHub,False,2015-04-02 22:42:08 UTC,2017-11-24 22:55:54 UTC,2015-06-18 22:27:36 UTC,902.0,Python,True,True,False,5.0,,0.0,master,6.0,33335388,,MIT,3,README.md,,,LICENSE,,,,,2017-11-24 22:55:53 UTC,4,GitHub,,git,,,netflix,JanCVanB,netflix,3727191
